Date,Open,High,Low,Close,Adj Close,Volume,Month,Year,Percent Change,Trend,Rolling Mean,Bollinger High,Bollinger Low
2019-11-25,344.320007,344.570007,334.459991,336.339996,336.339996,12339500,11,2019,2.25586243060254,Positive,339.7135750714287,361.0258969177584,318.40125322509897
2019-11-22,340.160004,341.0,330.0,333.040009,333.040009,16870600,11,2019,-0.98114617329067,Slight Negative,337.90286035714297,356.51653936271276,319.2891813515732
2019-11-21,354.51001,360.839996,354.0,354.829987,354.829987,6110000,11,2019,6.5427508440885305,Among Top Gainers,337.556431357143,354.5326892342527,320.58017348003335
2019-11-20,360.0,361.200012,349.570007,352.220001,352.220001,6725100,11,2019,-0.7355595906836543,Slight Negative,337.52214485714296,354.3680903587943,320.67619935549163
2019-11-19,351.75,359.98999,347.799988,359.519989,359.519989,7724800,11,2019,2.072564868342064,Positive,338.2850015000002,358.0526378190003,318.51736518100006
2019-11-18,352.920013,353.149994,346.100006,349.98999,349.98999,4400400,11,2019,-2.650756367262808,Negative,339.03214371428584,359.7693999270045,318.2948875015672
2019-11-15,350.640015,352.799988,348.359985,352.170013,352.170013,4809000,11,2019,0.6228815286974276,Slight Positive,340.19500071428587,361.9729653107157,318.417036117856
2019-11-14,346.109985,353.839996,342.910004,349.350006,349.350006,6464900,11,2019,-0.8007515960763989,Slight Negative,341.55071578571443,363.05535613581293,320.04607543561593
2019-11-13,355.0,356.329987,345.179993,346.109985,346.109985,8420100,11,2019,-0.9274426633328892,Slight Negative,342.4850005000001,363.5265341465847,321.44346685341554
2019-11-12,346.899994,350.369995,344.040009,349.929993,349.929993,7359400,11,2019,1.1036977162042882,Positive,343.4657134285715,364.52523794767853,322.4061889094645
2019-11-11,343.950012,349.190002,342.0,345.089996,345.089996,9986700,11,2019,-1.3831329399649483,Negative,344.19571350000007,364.6721760044607,323.7192509955394
2019-11-08,334.5,337.459991,332.5,337.140015,337.140015,6069200,11,2019,-2.303741369541168,Negative,344.71000014285715,363.96962414830335,325.45037613741096
2019-11-07,329.140015,341.5,328.019989,335.540009,335.540009,14467300,11,2019,-0.4745820516143695,Slight or No Change,345.0135715714286,363.479632135156,326.5475110077012
2019-11-06,318.0,326.720001,314.5,326.579987,326.579987,7940900,11,2019,-2.670328950250456,Negative,344.8464268571429,363.9706226962313,325.72223101805446
2019-11-05,319.619995,323.51001,316.119995,317.220001,317.220001,6943400,11,2019,-2.8660623346770002,Negative,343.48071292857145,367.3610937548449,319.600332102298
2019-11-04,314.799988,321.940002,309.26001,317.470001,317.470001,8787000,11,2019,0.0788096586633591,Slight or No Change,342.3685695,369.56369726924197,315.173441730758
2019-11-01,316.320007,316.480011,309.799988,313.309998,313.309998,6383900,11,2019,-1.3103609748626122,Negative,339.402856,369.630687935113,309.175024064887
2019-10-31,313.100006,319.0,313.0,314.920013,314.920013,5067000,10,2019,0.5138728448748521,Slight Positive,336.7385711428571,368.62948390003015,304.84765838568404
2019-10-30,313.0,318.790009,309.970001,315.01001,315.01001,9641800,10,2019,0.028577732848011905,Slight or No Change,333.5592869285714,364.5281349224582,302.5904389346846
2019-10-29,319.98999,324.299988,314.75,316.220001,316.220001,12684300,10,2019,0.38411192076084333,Slight or No Change,331.1471448571428,361.8627176881514,300.4315720261342
2019-10-28,327.540009,340.839996,322.600006,327.709991,327.709991,18870300,10,2019,3.6335430914125055,Among Top Gainers,329.40000042857133,357.64790680229646,301.1520940548462
