Date,Open,High,Low,Close,Adj Close,Volume
2018-01-10,1541.949951,1544.800049,1520.000000,1522.050049,1506.003418,49978
2018-01-11,1525.000000,1538.000000,1502.099976,1531.800049,1515.650635,12722
2018-01-12,1537.500000,1537.500000,1500.000000,1531.849976,1515.699951,21167
2018-01-15,1526.099976,1550.000000,1516.000000,1523.599976,1507.536987,14288
2018-01-16,1520.050049,1535.099976,1500.000000,1509.550049,1493.635132,60869
2018-01-17,1503.050049,1534.949951,1500.000000,1519.699951,1503.677979,32086
2018-01-18,1525.000000,1560.000000,1497.300049,1507.150024,1491.260498,106858
2018-01-19,1501.000000,1530.000000,1501.000000,1525.300049,1509.218994,68085
2018-01-22,1569.000000,1569.000000,1520.000000,1540.750000,1524.506226,437377
2018-01-23,1558.900024,1616.050049,1530.000000,1598.550049,1581.696899,242917
2018-01-24,1598.550049,1661.699951,1585.000000,1633.699951,1616.476196,179019
2018-01-25,1648.000000,1674.900024,1626.000000,1634.900024,1617.663574,26196
2018-01-29,1630.000000,1729.900024,1630.000000,1657.750000,1640.272705,229395
2018-01-30,1660.000000,1720.000000,1639.949951,1695.599976,1677.723511,130900
2018-01-31,1697.449951,1750.000000,1670.250000,1713.050049,1694.989624,191671
2018-02-01,1733.949951,1775.000000,1681.000000,1701.849976,1683.907593,79326
2018-02-02,1685.000000,1720.000000,1640.000000,1665.699951,1648.138916,89943
2018-02-05,1621.099976,1678.449951,1609.949951,1630.949951,1613.755249,67283
2018-02-06,1550.000000,1647.800049,1525.000000,1619.300049,1602.228149,45509
2018-02-07,1643.550049,1680.000000,1628.000000,1656.550049,1639.085449,46242
2018-02-08,1673.000000,1727.800049,1655.000000,1706.300049,1688.310913,65303
2018-02-09,1689.000000,1750.000000,1650.099976,1728.599976,1710.375610,129164
2018-02-12,1749.000000,1817.900024,1732.550049,1761.349976,1742.780518,114717
2018-02-14,1771.050049,1804.949951,1755.250000,1768.199951,1749.558228,92495
2018-02-15,1770.000000,1790.000000,1695.099976,1710.650024,1692.614990,46333
2018-02-16,1714.000000,1731.000000,1680.000000,1699.849976,1681.928833,51037
2018-02-19,1708.949951,1715.949951,1689.050049,1700.699951,1682.769775,40202
2018-02-20,1710.000000,1710.000000,1675.099976,1690.800049,1672.974365,44549
2018-02-21,1704.949951,1739.949951,1685.000000,1688.199951,1670.401733,53238
2018-02-22,1689.849976,1692.250000,1662.500000,1671.400024,1653.778809,53185
2018-02-23,1693.349976,1749.000000,1665.000000,1721.449951,1703.300903,100388
2018-02-26,1730.000000,1768.000000,1725.000000,1739.800049,1721.457642,48818
2018-02-27,1746.050049,1764.000000,1730.050049,1752.599976,1734.122681,57664
2018-02-28,1733.250000,1850.000000,1733.250000,1804.650024,1785.623901,73601
2018-03-01,1835.000000,1929.000000,1785.000000,1848.400024,1828.912720,140943
2018-03-05,1792.949951,1809.750000,1724.400024,1751.250000,1732.786865,186369
2018-03-06,1764.000000,1794.000000,1755.000000,1763.250000,1744.660400,44700
2018-03-07,1769.949951,1770.000000,1661.150024,1691.250000,1673.419434,111172
2018-03-08,1716.550049,1739.000000,1701.650024,1731.599976,1713.343994,27662
2018-03-09,1732.349976,1793.949951,1725.050049,1768.500000,1749.855225,73146
2018-03-12,1775.000000,1809.699951,1764.949951,1772.849976,1754.159180,42854
2018-03-13,1769.949951,1830.000000,1743.000000,1756.300049,1737.783691,61969
2018-03-14,1790.000000,1839.000000,1775.300049,1803.849976,1784.832397,115672
2018-03-15,1818.000000,1860.000000,1802.099976,1838.250000,1818.869751,76286
2018-03-16,1838.900024,1864.949951,1790.000000,1799.500000,1780.528320,43178
2018-03-19,1785.099976,1835.000000,1764.000000,1770.150024,1751.487671,41418
2018-03-20,1760.050049,1814.550049,1698.000000,1709.849976,1691.823364,109427
2018-03-21,1725.000000,1758.900024,1695.000000,1705.449951,1687.469727,56980
2018-03-22,1710.000000,1722.949951,1680.000000,1683.400024,1665.652222,32454
2018-03-23,1675.000000,1700.000000,1645.000000,1650.500000,1633.098999,50324
2018-03-26,1649.949951,1698.400024,1641.099976,1670.349976,1652.739868,67994
2018-03-27,1692.750000,1744.849976,1692.750000,1709.949951,1691.922363,69368
2018-03-28,1713.000000,1730.000000,1695.000000,1701.500000,1683.561401,38380
2018-04-02,1719.949951,1767.800049,1708.050049,1752.199951,1733.726929,53771
2018-04-03,1750.050049,1818.949951,1750.050049,1799.650024,1780.676758,61356
